,F1-Micro,F1-Weighted,Precision-Micro,Precision-Weighted,Recall-Micro,Recall-Weighted
0,0.8515625,0.783293776371308,0.8515625,0.72515869140625,0.8515625,0.8515625
1,0.8515625,0.783293776371308,0.8515625,0.72515869140625,0.8515625,0.8515625
2,0.8515625,0.783293776371308,0.8515625,0.72515869140625,0.8515625,0.8515625
3,0.8515625,0.783293776371308,0.8515625,0.72515869140625,0.8515625,0.8515625
4,0.8515625,0.783293776371308,0.8515625,0.72515869140625,0.8515625,0.8515625
5,0.8515625,0.783293776371308,0.8515625,0.72515869140625,0.8515625,0.8515625
6,0.8515625,0.783293776371308,0.8515625,0.72515869140625,0.8515625,0.8515625
7,0.8582677165354331,0.7928066195115441,0.8582677165354331,0.7366234732469465,0.8582677165354331,0.8582677165354331
8,0.8582677165354331,0.7928066195115441,0.8582677165354331,0.7366234732469465,0.8582677165354331,0.8582677165354331
9,0.8582677165354331,0.7928066195115441,0.8582677165354331,0.7366234732469465,0.8582677165354331,0.8582677165354331
