,F1-Micro,F1-Weighted,Precision-Micro,Precision-Weighted,Recall-Micro,Recall-Weighted
0,0.9069767441860465,0.8627339761769711,0.9069767441860465,0.8226068144943212,0.9069767441860465,0.9069767441860465
1,0.9069767441860465,0.8627339761769711,0.9069767441860465,0.8226068144943212,0.9069767441860465,0.9069767441860465
2,0.9140625,0.8730229591836735,0.9140625,0.83551025390625,0.9140625,0.9140625
3,0.9140625,0.8730229591836735,0.9140625,0.83551025390625,0.9140625,0.9140625
4,0.9140625,0.8730229591836735,0.9140625,0.83551025390625,0.9140625,0.9140625
5,0.9133858267716536,0.8720391432552412,0.9133858267716536,0.8342736685473372,0.9133858267716536,0.9133858267716536
6,0.9133858267716536,0.8720391432552412,0.9133858267716536,0.8342736685473372,0.9133858267716536,0.9133858267716536
7,0.9133858267716536,0.8720391432552412,0.9133858267716536,0.8342736685473372,0.9133858267716536,0.9133858267716536
8,0.9133858267716536,0.8720391432552412,0.9133858267716536,0.8342736685473372,0.9133858267716536,0.9133858267716536
9,0.9133858267716536,0.8720391432552412,0.9133858267716536,0.8342736685473372,0.9133858267716536,0.9133858267716536
