,F1-Micro,F1-Weighted,Precision-Micro,Precision-Weighted,Recall-Micro,Recall-Weighted
0,0.8992248062015503,0.8515108368928967,0.8992248062015504,0.8086052520882159,0.8992248062015504,0.8992248062015504
1,0.8992248062015503,0.8515108368928967,0.8992248062015504,0.8086052520882159,0.8992248062015504,0.8992248062015504
2,0.8992248062015503,0.8515108368928967,0.8992248062015504,0.8086052520882159,0.8992248062015504,0.8992248062015504
3,0.905511811023622,0.8606103989067482,0.905511811023622,0.8199516399032798,0.905511811023622,0.905511811023622
4,0.8984375,0.8503729423868313,0.8984375,0.80718994140625,0.8984375,0.8984375
5,0.905511811023622,0.8606103989067482,0.905511811023622,0.8199516399032798,0.905511811023622,0.905511811023622
6,0.905511811023622,0.8606103989067482,0.905511811023622,0.8199516399032798,0.905511811023622,0.905511811023622
7,0.905511811023622,0.8606103989067482,0.905511811023622,0.8199516399032798,0.905511811023622,0.905511811023622
8,0.905511811023622,0.8606103989067482,0.905511811023622,0.8199516399032798,0.905511811023622,0.905511811023622
9,0.905511811023622,0.8606103989067482,0.905511811023622,0.8199516399032798,0.905511811023622,0.905511811023622
