,F1-Micro,F1-Weighted,Precision-Micro,Precision-Weighted,Recall-Micro,Recall-Weighted
0,0.7364341085271318,0.6246539313399778,0.7364341085271318,0.5423351962021513,0.7364341085271318,0.7364341085271318
1,0.7364341085271318,0.6246539313399778,0.7364341085271318,0.5423351962021513,0.7364341085271318,0.7364341085271318
2,0.734375,0.6219031531531531,0.734375,0.539306640625,0.734375,0.734375
3,0.734375,0.6219031531531531,0.734375,0.539306640625,0.734375,0.734375
4,0.734375,0.6219031531531531,0.734375,0.539306640625,0.734375,0.734375
5,0.7401574803149605,0.629636227598247,0.7401574803149606,0.5478330956661913,0.7401574803149606,0.7401574803149606
6,0.7401574803149605,0.629636227598247,0.7401574803149606,0.5478330956661913,0.7401574803149606,0.7401574803149606
7,0.7401574803149605,0.629636227598247,0.7401574803149606,0.5478330956661913,0.7401574803149606,0.7401574803149606
8,0.7401574803149605,0.629636227598247,0.7401574803149606,0.5478330956661913,0.7401574803149606,0.7401574803149606
9,0.7401574803149605,0.629636227598247,0.7401574803149606,0.5478330956661913,0.7401574803149606,0.7401574803149606
